product_id,product_name,category,price,cost,stock_quantity,reorder_level
911,Integrated eco-centric matrix,Sports,264.44,114.3,118,35
912,Profound zero-defect frame,Beauty,398.18,266.91,427,65
913,Upgradable leadingedge Graphic Interface,Home,164.09,115.12,347,63
914,Open-architected hybrid artificial intelligence,Clothing,130.97,97.84,419,96
915,Visionary composite parallelism,Beauty,252.06,100,253,59
916,Business-focused real-time framework,Books,20.36,9.69,430,47
917,Versatile full-range installation,Toys,484.38,358.25,446,93
918,Centralized upward-trending knowledge user,Beauty,148.55,54.69,410,48
919,Implemented bottom-line budgetary management,Electronics,329.32,164.14,148,65
920,Enterprise-wide full-range structure,Toys,190.15,95.3,142,78
921,Synchronized scalable model,Electronics,131.37,81.54,295,62
922,Horizontal system-worthy architecture,Sports,56.51,30.34,281,92
923,Focused grid-enabled benchmark,Books,210.24,96.79,105,81
924,Programmable bi-directional process improvement,Sports,487.68,231.13,91,84
925,Persistent holistic capacity,Beauty,133.41,87.92,419,77
926,Programmable stable info-mediaries,Toys,477.24,282.67,266,23
927,User-centric foreground parallelism,Toys,137.08,80.95,59,52
928,Centralized local forecast,Home,351.02,233.47,401,26
929,,Sports,34.98,15.95,452,56
930,Profit-focused discrete functionalities,Beauty,95.95,42.03,339,97
931,Multi-tiered clear-thinking frame,Books,407.32,170.88,456,69
932,Cross-platform mobile challenge,Clothing,121.41,51.68,3,97
933,De-engineered optimizing software,Sports,374.62,138.76,83,23
934,Diverse attitude-oriented conglomeration,Sports,INVALID,15.01,247,30
935,Enhanced transitional productivity,Home,321.22,196.12,462,14
936,Monitored grid-enabled capability,Home,363.19,226.13,92,51
937,Profound discrete neural-net,Toys,434.23,318.79,341,21
938,Decentralized systematic collaboration,Toys,246.71,89.58,158,30
939,Function-based 24/7 projection,Books,153.77,75.99,98,77
940,Team-oriented optimizing policy,Books,265.22,161.76,14,97
941,Virtual national knowledge user,Books,12.13,7.47,24,24
942,Profound maximized archive,Sports,243.96,168.66,457,24
943,Inverse interactive firmware,Toys,466.3,246.37,286,97
944,Function-based multi-tasking function,Books,39.65,19.42,49,13
945,Open-architected incremental project,Toys,297.28,217.11,286,64
946,Configurable content-based function,Books,6.48,4.43,48,39
947,Grass-roots solution-oriented system engine,Clothing,135.69,88.75,357,91
948,Multi-tiered explicit artificial intelligence,Toys,44.26,25.13,229,58
949,Optional bifurcated secured line,Books,174.13,108.04,143,13
950,Upgradable bifurcated extranet,Home,20.16,13.26,159,66
951,,Sports,480.96,341.18,-70,22
952,Cross-platform multimedia hardware,Toys,INVALID,114.82,162,25
953,Public-key needs-based utilization,Beauty,445.96,452.08,474,87
954,Multi-tiered needs-based matrices,Sports,195.28,123.3,314,10
955,Customizable actuating success,Toys,340.94,222.12,262,32
956,Multi-lateral modular methodology,Sports,INVALID,145.18,398,30
957,Balanced human-resource customer loyalty,Clothing,173.22,84.48,-126,77
958,Self-enabling bi-directional middleware,Home,INVALID,123.57,122,54
959,Balanced composite workforce,Electronics,75.3,36.92,376,28
960,Horizontal demand-driven toolset,Electronics,18.97,11.24,185,88
961,Inverse 5thgeneration info-mediaries,Toys,203.94,88.5,152,56
962,Open-source next generation implementation,Electronics,442.63,256.22,-60,73
963,Cross-group multi-state Graphic Interface,Home,296.25,125.05,440,56
964,Future-proofed impactful policy,Books,375.16,193.42,56,65
965,De-engineered upward-trending concept,Beauty,169.83,105.12,242,52
966,Persevering coherent implementation,Clothing,167.1,85.6,424,65
967,Persistent stable throughput,Electronics,309.38,198.14,426,78
968,Multi-lateral global framework,Home,295.77,115.81,284,51
969,De-engineered responsive challenge,Sports,93.96,66.79,344,63
970,Streamlined 24hour ability,Home,337.22,181.41,81,75
971,Configurable intangible function,Beauty,65.67,47.27,292,25
972,Cross-platform composite Graphical User Interface,Books,238.68,148.13,483,33
973,Organized even-keeled customer loyalty,Beauty,208.56,140.16,384,74
974,Team-oriented intangible structure,Clothing,396.19,282.36,315,98
975,Reverse-engineered clear-thinking attitude,Home,353.49,197.24,388,82
976,Streamlined bottom-line project,Electronics,282.13,162.31,215,15
977,Robust disintermediate capacity,Toys,78.73,46.34,345,14
978,Function-based value-added throughput,Sports,438.15,194.06,36,25
979,Synergized context-sensitive moratorium,Clothing,232.82,96.51,275,48
980,De-engineered high-level leverage,Books,453.38,292.93,351,28
981,Right-sized needs-based encryption,Clothing,280.99,174.5,119,89
982,Streamlined upward-trending help-desk,Toys,56.89,32.34,273,98
983,Re-contextualized 24/7 extranet,Books,486.42,260.17,55,19
984,Synchronized incremental help-desk,Beauty,215.51,147.93,159,91
985,Switchable analyzing challenge,Electronics,374.88,134.32,83,80
986,Down-sized secondary data-warehouse,Clothing,278.41,164.62,430,42
987,Total optimal success,Beauty,89.97,40.12,135,68
988,Expanded mission-critical Local Area Network,Electronics,134.28,91.11,269,35
989,Persevering real-time functionalities,Books,126.39,69.11,453,70
990,Upgradable intangible ability,Clothing,13.46,8.08,260,40
991,Front-line motivating Graphical User Interface,Toys,206.84,136.74,172,41
992,Mandatory human-resource leverage,Home,47.77,22.05,241,61
993,Balanced methodical core,,75.86,36.37,496,74
994,Optimized local knowledge user,Sports,472.6,185.91,11,81
995,Business-focused logistical collaboration,Clothing,156.69,103.34,361,60
996,Profit-focused context-sensitive orchestration,Books,89.82,41.7,77,39
997,Adaptive transitional interface,Clothing,374.45,229.96,161,77
998,Cross-platform human-resource application,Beauty,257.84,126.4,403,16
999,Front-line systemic middleware,Home,42.01,19.77,397,32
1000,Up-sized systemic hardware,Books,383.26,144.64,5,64
172,Programmable radical archive,Books,421.19,289.74,294,12
284,Down-sized 4thgeneration knowledgebase,Beauty,319.05,167.79,147,89
407,Decentralized leadingedge complexity,Books,261.22,119.26,470,19
425,Grass-roots exuding attitude,Home,9.52,6.14,122,26
454,Optional exuding Graphic Interface,Beauty,289.3,117.47,118,21
559,Configurable secondary model,Sports,175.9,107.92,21,80
571,Ergonomic foreground productivity,Beauty,330.41,213.22,451,91
590,Face-to-face optimizing projection,Beauty,193.58,140,340,89
634,Horizontal optimal pricing structure,Home,355.73,224.31,217,79
661,Customizable systemic paradigm,Home,12.5,8.59,285,26
680,Re-contextualized even-keeled customer loyalty,Sports,295.39,207.54,23,74
723,Open-architected high-level portal,Sports,16.41,12.03,431,58
735,Function-based client-server analyzer,Toys,415.42,191.17,122,81
780,Streamlined didactic service-desk,Toys,210.42,142.81,59,13
862,Synergized exuding archive,Home,465.01,321.65,449,62
